time_s,gnss_2d,gnss_3d,pinn_2d,pinn_3d,vel_err,pred_sigma_3d
3.494010000228881836e+02,3.981899774537859926e+00,1.785979819488841969e+01,3.379978696740240540e+00,8.331425597456318499e+00,1.946451923967819653e+01,3.615274429321289062e+01
3.495009999275207520e+02,3.922799316653947876e+00,1.746599354368193602e+01,2.899588351105586437e+00,8.924121118478574033e+00,1.948247757915471468e+01,3.623099899291992188e+01
3.496009998321533203e+02,6.714145966243509456e+00,3.059520791613313762e+01,6.123285511624382949e+00,6.928629822048293363e+00,1.950304335363815866e+01,3.557086944580078125e+01
3.497009999752044678e+02,7.346719396918364176e+00,3.175346350160853248e+01,7.201988926586995632e+00,8.592487590023630162e+00,1.948998431095973061e+01,3.571057510375976562e+01
3.498009998798370361e+02,8.254779801999974964e+00,3.199179773795529158e+01,7.421536099393409636e+00,9.054294460206698147e+00,1.940708403419386130e+01,3.555930709838867188e+01
3.499010000228881836e+02,9.882151910824185093e-01,2.201151032833892174e+01,1.786452936498560407e+00,2.509366536373998091e+00,1.943565320426032628e+01,3.608470916748046875e+01
3.500009999275207520e+02,7.352492309641386115e+00,3.599884128773631886e+01,1.001225242269845062e+01,1.454266112687414747e+01,1.939584914868517984e+01,3.537120819091796875e+01
3.501009998321533203e+02,7.172760674896604627e+00,1.651628656180572463e+01,2.908583335107852275e+00,1.170936076197092035e+01,1.951379023478395425e+01,3.595894622802734375e+01
3.502009999752044678e+02,7.144728830328148206e+00,1.592215807795331806e+01,4.409290254752956884e+00,1.336573687623757500e+01,1.947166498006537338e+01,3.592089080810546875e+01
3.503009998798370361e+02,8.123995185712173495e+00,1.826076389958581103e+01,5.534767649773334242e+00,1.290696845334428922e+01,1.945519937680927924e+01,3.563594055175781250e+01
3.504010000228881836e+02,8.008830930416655391e+00,1.755884104420245606e+01,6.893458620303280604e+00,1.427000685961580118e+01,1.944308025138629503e+01,3.508555221557617188e+01
3.505009999275207520e+02,9.685758478115544801e-01,2.325423156066004182e+01,3.043649954544685787e+00,3.165164268350090460e+00,1.942295949214472728e+01,3.655598068237304688e+01
3.506009998321533203e+02,4.878418391371488028e+00,3.202330718793825071e+01,2.300568133486339484e+00,4.444022948736295220e+00,1.944800866267358330e+01,3.513059234619140625e+01
3.507009999752044678e+02,4.939566804232484287e+00,2.815667698404548602e+01,1.099307587556403343e+00,1.262024568391180601e+00,1.940159959191225170e+01,3.537892150878906250e+01
3.508009998798370361e+02,8.117924302632811617e+00,2.463864722143337005e+01,3.975882242523170351e+00,5.026616896354098252e+00,1.943874966215539857e+01,3.531190490722656250e+01
3.509010000228881836e+02,7.558037575583850476e+00,2.303670418060231029e+01,2.661176843170429684e+00,4.451090591257421458e+00,1.941614194753381639e+01,3.582931137084960938e+01
3.510009999275207520e+02,6.059094275619261616e+00,9.807871599176275268e+00,7.027379673069492405e+00,1.750788077486792460e+01,1.939889415438006992e+01,3.647300720214843750e+01
3.511009998321533203e+02,2.467869352404995453e+01,5.225383293750855529e+01,1.232043954498687377e+01,1.235516432078385307e+01,1.943775339300617944e+01,3.432625961303710938e+01
3.512009999752044678e+02,2.557310800112853855e+01,5.205340003552921502e+01,4.947634342033809141e+00,2.591621247101085146e+01,1.943775339300617944e+01,3.430757141113281250e+01
3.513009998798370361e+02,2.084529597086167030e+01,4.248579255924857279e+01,1.219800682372656553e+01,2.515459316846171944e+01,1.937429401115636907e+01,3.344733428955078125e+01
3.514010000228881836e+02,1.771771286973609705e+01,5.110117958610164379e+01,4.581663871884702033e+00,1.823096734319808121e+01,1.940306525580300345e+01,3.388643646240234375e+01
3.515009999275207520e+02,8.728510308395664552e+00,3.874978986760113742e+01,4.653791596522749430e+00,1.289656969537781883e+01,1.938912647504757203e+01,3.547109603881835938e+01
3.516009998321533203e+02,6.619657447619465174e+00,3.374056316022024049e+01,2.526850466037649845e+00,7.444552161786511135e+00,1.937994521324188568e+01,3.555514526367187500e+01
3.517009999752044678e+02,6.023428481949273383e+00,3.258489197703461571e+01,2.508868919510110373e+00,6.468564082674238769e+00,1.939152838618581498e+01,3.561550521850585938e+01
3.518009998798370361e+02,6.495361441744165631e+00,3.518306195266147540e+01,2.616995370146464772e+00,8.953625913575878670e+00,1.938635416024745339e+01,3.563634490966796875e+01
3.519010000228881836e+02,5.692802314926271201e+00,3.390813007662343637e+01,1.955282280482344426e+00,7.688754253242838566e+00,1.936875891881976131e+01,3.560532760620117188e+01
3.520009999275207520e+02,5.426135728459125396e+00,3.249901610823908982e+01,1.172828107272537945e+00,6.011368227698150157e+00,1.933750188040823659e+01,3.566231155395507812e+01
3.521009998321533203e+02,5.048358516661020978e+00,3.115618802351749395e+01,1.099761321365626987e+00,4.771640873961379370e+00,1.936642445119241529e+01,3.557454681396484375e+01
3.522009999752044678e+02,4.500225202128346425e+00,3.103417928045385921e+01,2.481634234228755065e-01,4.673472075842468598e+00,1.939786941095285755e+01,3.572880935668945312e+01
3.523009998798370361e+02,7.324838253865657123e+00,1.886844952260560504e+01,7.321703916127320078e+00,1.014146746311506497e+01,1.928990592571689433e+01,3.649566268920898438e+01
3.524010000228881836e+02,6.894354515062956601e+00,2.265527670703979979e+01,5.737409935175478815e+00,6.257546121757640911e+00,1.932903324229050313e+01,3.665323257446289062e+01
3.525009999275207520e+02,8.084075393213307592e+00,2.162309396156934937e+01,7.511750398058830491e+00,8.392223063825944962e+00,1.929361384320410266e+01,3.657570266723632812e+01
3.526009998321533203e+02,7.857218946108502244e+00,2.237454653038467001e+01,6.567495210383870408e+00,7.096809836939906191e+00,1.931165902418618430e+01,3.667227554321289062e+01
3.527009999752044678e+02,4.090030916878024669e+00,3.086536246174352627e+01,1.657685433680121889e+00,4.755228157495309027e+00,1.931908634965628480e+01,3.546870803833007812e+01
3.528009998798370361e+02,3.468659046346770580e+00,2.865711026823046126e+01,1.331824983882911262e+00,2.391060558406186143e+00,1.932561054618151886e+01,3.554143524169921875e+01
3.529010000228881836e+02,3.717467519882604154e+00,2.794883335512299993e+01,8.974170719234330074e-01,2.015605656346390884e+00,1.930010281073833411e+01,3.561388015747070312e+01
3.530009999275207520e+02,3.413337835611514048e+00,2.756728848272904742e+01,1.405246367460069701e+00,1.970318861090328610e+00,1.925300056927231651e+01,3.571309661865234375e+01
3.531009998321533203e+02,3.666259964510271807e+00,2.873111204021737919e+01,1.610139907074152665e+00,3.014361421653878104e+00,1.924600099033767364e+01,3.557971572875976562e+01
3.532009999752044678e+02,5.299722877875761462e+00,1.018900566716569500e+01,7.458119425756746246e+00,1.889683286711419896e+01,1.930212867639817631e+01,3.542373275756835938e+01
3.533009998798370361e+02,4.306795442440078503e+00,1.342012729683496097e+01,7.251422131985016506e+00,1.486885451158801175e+01,1.928213613093781831e+01,3.563902282714843750e+01
3.534010000228881836e+02,3.355583490040185968e+00,1.672732896012775328e+01,6.080245020815009838e+00,1.045947392797425479e+01,1.926201542658672849e+01,3.586092758178710938e+01
3.535009999275207520e+02,2.652137881987202572e+00,1.757565423637635504e+01,5.624324882554171623e+00,9.294591674649270274e+00,1.926306159075708990e+01,3.598967742919921875e+01
3.536009998321533203e+02,1.622403145642206113e+00,2.029241009409988195e+01,4.452173781131489427e+00,6.217022793774749978e+00,1.924397115521842849e+01,3.599923706054687500e+01
3.537009999752044678e+02,1.343679294743638897e+00,2.169542876541081711e+01,4.107588143447056694e+00,5.231306924219801147e+00,1.919704659597399043e+01,3.602933883666992188e+01
3.538009998798370361e+02,1.599669404706741682e+00,2.278790354287289688e+01,2.939728756171743562e+00,3.905600415072957521e+00,1.921642487708787428e+01,3.584757995605468750e+01
3.539010000228881836e+02,9.114141919524147983e-01,2.051707273288477396e+01,3.542674353940754806e+00,5.672429475725017767e+00,1.922150940304925015e+01,3.606556701660156250e+01
3.540009999275207520e+02,1.461668375620196914e+00,2.283386711529835367e+01,3.071252859113609457e+00,3.594867249741203086e+00,1.922243637710600339e+01,3.597918701171875000e+01
3.541009998321533203e+02,2.246076507126387956e+00,2.346242401167795677e+01,3.027509492382697509e+00,3.414177607693955174e+00,1.922772033659488500e+01,3.592475128173828125e+01
3.542009999752044678e+02,2.884937565543237881e+00,2.566158143713401785e+01,2.640444846191516426e+00,2.695841105121334902e+00,1.918701000538456469e+01,3.595608139038085938e+01
3.543009998798370361e+02,3.389328340748148261e+00,2.612028755704156779e+01,2.902995794952317965e+00,2.967438952526003870e+00,1.918910692500624293e+01,3.574734497070312500e+01
3.544010000228881836e+02,3.774012896677082285e+00,2.618941823305101479e+01,4.137977468793358149e+00,4.211182939811815018e+00,1.917139001623771932e+01,3.562687683105468750e+01
3.545009999275207520e+02,4.381202628762466134e+00,2.665941624650809416e+01,1.519412969173241423e+00,2.528238570027322663e+00,1.915760719875939699e+01,3.651581954956054688e+01
3.546009998321533203e+02,3.714726119413036987e+00,2.764341634155748650e+01,6.292438356028735580e-01,2.739670449872515512e+00,1.918820288912512595e+01,3.640225982666015625e+01
3.547009999752044678e+02,4.204324336933557227e+00,2.742496474298301123e+01,1.749081292889842043e+00,3.165213083389303961e+00,1.912307503768881034e+01,3.625704193115234375e+01
3.548009998798370361e+02,4.497742277161456137e+00,2.815108524109717436e+01,1.362038748674171629e+00,3.564295846035551829e+00,1.918487649335111200e+01,3.636301040649414062e+01
3.549010000228881836e+02,4.219205952911704749e+00,2.653110646039617393e+01,1.364365580218372287e+00,2.106425874187486169e+00,1.919128360724962690e+01,3.623242568969726562e+01
3.550009999275207520e+02,4.086222003068947117e+00,2.566722779514996944e+01,6.523555669783932531e-01,9.552413947612753420e-01,1.911944470650422545e+01,3.641099929809570312e+01
3.551009998321533203e+02,3.981865498122403313e+00,2.572212054840140993e+01,1.164791641555505297e+00,1.378547669124697617e+00,1.918158478957345636e+01,3.627732467651367188e+01
3.552009999752044678e+02,6.602602100872282165e+00,2.747139643575535217e+01,5.362580515793085922e+00,5.379306535387532229e+00,1.918901182323479304e+01,3.476838302612304688e+01
3.553009998798370361e+02,5.997087378142740732e+00,2.994710684519387911e+01,5.268114366385023395e+00,5.534844192519130956e+00,1.917916351556561949e+01,3.412950515747070312e+01
3.554010000228881836e+02,5.369012210810143237e+00,3.212474227033654728e+01,5.009430778515542748e+00,6.318317705901216108e+00,1.911787985454130379e+01,3.367999267578125000e+01
3.555009999275207520e+02,6.811948922844792698e+00,2.998138805177589461e+01,6.668887983615235271e+00,6.927325716652418031e+00,1.915200738795324753e+01,3.405213165283203125e+01
3.556009998321533203e+02,6.340962195847587246e+00,3.041479416799729307e+01,6.478028309660517792e+00,6.744355528472016026e+00,1.924118965656033353e+01,3.394016647338867188e+01
3.557009999752044678e+02,6.575363282189539582e+00,2.991005415240275767e+01,6.417665703936729749e+00,6.597641261566190352e+00,1.926221280337275132e+01,3.442432022094726562e+01
3.558009998798370361e+02,6.732794950687664759e+00,2.911703502931985810e+01,6.682470764026878562e+00,6.714215352091851940e+00,1.920361401290259451e+01,3.411230850219726562e+01
3.559010000228881836e+02,7.394518314125259728e+00,2.766191268578764451e+01,6.528756312713981380e+00,6.531240743183452047e+00,1.919342531840394628e+01,3.456543350219726562e+01
3.560009999275207520e+02,7.224288014762692001e+00,2.759900503381773618e+01,5.868812828295729922e+00,5.869397131656332256e+00,1.923587240980581825e+01,3.459787368774414062e+01
3.561009998321533203e+02,7.669319999397620435e+00,2.680717619007809205e+01,6.074709413540329450e+00,6.174038562939195174e+00,1.924179430483326314e+01,3.463852310180664062e+01
3.562009999752044678e+02,7.559750700962250214e+00,2.625809307270407444e+01,6.453835490748776493e+00,6.689509479576533302e+00,1.925028518032368297e+01,3.443383789062500000e+01
3.563009998798370361e+02,9.141168637301637645e+00,2.442596308002981331e+01,7.727051340064336138e+00,8.638308486306693013e+00,1.928275884288279229e+01,3.464054489135742188e+01
3.564010000228881836e+02,9.744433011277028100e+00,2.423864952520496985e+01,7.888085530208519103e+00,8.921402716080924833e+00,1.927717303416728001e+01,3.490676879882812500e+01
3.565009999275207520e+02,9.905883604981678303e+00,2.364307111244167103e+01,7.851674813292298438e+00,9.194112397098948009e+00,1.928805040591128517e+01,3.479414367675781250e+01
3.566009998321533203e+02,9.833099722081744432e+00,2.330875396553073386e+01,7.705526120931175171e+00,9.288907571022601672e+00,1.930447711660239563e+01,3.486940383911132812e+01
3.567009999752044678e+02,1.019447081963145862e+01,2.226173767865376618e+01,8.153121755967262629e+00,1.024344693291086372e+01,1.934681186980445133e+01,3.506567001342773438e+01
3.568009998798370361e+02,9.715997340407129812e+00,2.305567160726599596e+01,6.769190058886505490e+00,8.631436782931302787e+00,1.929894144404108047e+01,3.490161132812500000e+01
3.569010000228881836e+02,8.793603683769829260e+00,2.393085144329052483e+01,6.970353714157296210e+00,8.165493022268226042e+00,1.935869738233016690e+01,3.475236129760742188e+01
3.570009999275207520e+02,8.244446469689902912e+00,2.519335204302057107e+01,6.642658808258442349e+00,7.149237449686204116e+00,1.931578434656201892e+01,3.490771484375000000e+01
3.571009998321533203e+02,4.368696560454485400e+00,2.606708222415517540e+01,2.015825720828280154e+00,2.649092945854051084e+00,1.930610042332428833e+01,3.652519607543945312e+01
3.572009999752044678e+02,4.348955878190901458e+00,2.595204963201832271e+01,1.348861120716859707e+00,1.665912223086869925e+00,1.938834337663128338e+01,3.622472381591796875e+01
3.573009998798370361e+02,9.035381110563983853e+00,2.428043565785584335e+01,7.071672464403543579e+00,8.162677554904428590e+00,1.936243136716687019e+01,3.489340209960937500e+01
3.574010000228881836e+02,9.157068454225486320e+00,2.424051154107844042e+01,8.076352868436320165e+00,8.860593913878098249e+00,1.936390110114661312e+01,3.488208389282226562e+01
3.575009999275207520e+02,4.513333187327306817e+00,2.580285019667700297e+01,1.852719754117109208e+00,2.238959115626441676e+00,1.932068102550940125e+01,3.650673294067382812e+01
3.576009998321533203e+02,4.475523080856681268e+00,2.646167152179700466e+01,5.724034348334319233e-01,1.429001187091558212e+00,1.938808166091776286e+01,3.632217788696289062e+01
3.577009999752044678e+02,8.691910755579787207e+00,2.489916310493998708e+01,6.841549923534699040e+00,7.729374489171871865e+00,1.939030845015232529e+01,3.492265701293945312e+01
3.578009998798370361e+02,8.317982382220055371e+00,2.544034331227438628e+01,6.500893384338252368e+00,7.158519568286358492e+00,1.938573443286163922e+01,3.486305236816406250e+01
3.579010000228881836e+02,7.425101970982632693e+00,2.696532869392748211e+01,6.276018314527242126e+00,6.410785723611550857e+00,1.939961586374415603e+01,3.410728073120117188e+01
3.580009999275207520e+02,7.784426169704940612e+00,2.622787455926969713e+01,7.157203562691472065e+00,7.347268838222563936e+00,1.937963162208631829e+01,3.451681518554687500e+01
3.581009998321533203e+02,8.447561445226533294e+00,2.534976392981910109e+01,7.498594995068353697e+00,7.948302502505470990e+00,1.935896728791536248e+01,3.474417114257812500e+01
3.582009999752044678e+02,8.254511204783446132e+00,2.569596106118889622e+01,6.628626694624299098e+00,7.109326768109927031e+00,1.935578639147359326e+01,3.434680175781250000e+01
3.583009998798370361e+02,5.460997110178528402e+00,2.972730279375070239e+01,2.029406469468988394e+00,4.157122608295630073e+00,1.942016704900509794e+01,3.575173187255859375e+01
3.584010000228881836e+02,5.695263079848555066e+00,2.982021808074806657e+01,2.150805092546544728e+00,4.455207256138415062e+00,1.941372384663641171e+01,3.580380249023437500e+01
3.585009999275207520e+02,5.839785943583088113e+00,2.973673542902975697e+01,2.130616050955978835e+00,4.650161990601954010e+00,1.941536527030265091e+01,3.567586517333984375e+01
3.586009998321533203e+02,5.819284293972921240e+00,2.967078635803738962e+01,2.458657985550498193e+00,4.710981232482339465e+00,1.941961092251116483e+01,3.583061599731445312e+01
3.587009999752044678e+02,5.831125838780367943e+00,2.912304465971394052e+01,2.372935996840069617e+00,3.796930648526134711e+00,1.943433333260172802e+01,3.576352691650390625e+01
3.588009998798370361e+02,6.075022565896668780e+00,2.934525496010468970e+01,2.767634828269582403e+00,4.149377924132334527e+00,1.940172946037268531e+01,3.581505203247070312e+01
3.589010000228881836e+02,5.895492121679976272e+00,2.923381662594023211e+01,2.441083301646943315e+00,4.316131987514826740e+00,1.944610318828717510e+01,3.576347351074218750e+01
3.590009999275207520e+02,5.360420513595215652e+00,2.763277335959601899e+01,4.171872087649854954e+00,4.232081408427590397e+00,1.943619061717768659e+01,3.488943099975585938e+01
3.591009998321533203e+02,5.418543659831706272e+00,2.910716639555883845e+01,3.760681932061097577e+00,3.984997497266558941e+00,1.941938269029920505e+01,3.451141738891601562e+01
3.592009999752044678e+02,5.243455618019225994e+00,2.970722594000739036e+01,3.600260702333061946e+00,4.056178181508842684e+00,1.944637406209083608e+01,3.450263595581054688e+01
3.593009998798370361e+02,5.696957568794037918e+00,2.988487017055447126e+01,3.674484979968070775e+00,4.107329571149903380e+00,1.945445655199417700e+01,3.439486312866210938e+01
3.594010000228881836e+02,7.740234805882993285e+00,1.648287135809367143e+01,6.704403941663647615e+00,1.338658935081604184e+01,1.943552975631752489e+01,3.557682037353515625e+01
3.595009999275207520e+02,7.623249340313793532e+00,1.636270664296780097e+01,6.715820300196345016e+00,1.305143437659789463e+01,1.945445058182189157e+01,3.592047500610351562e+01
3.596009998321533203e+02,7.650057384657451109e+00,1.646306504955110128e+01,6.092879858286274875e+00,1.279294312286885038e+01,1.949909288684894904e+01,3.576597213745117188e+01
3.597009999752044678e+02,7.631567828304686607e+00,1.600565192922379509e+01,6.416711026565752540e+00,1.325745295760261122e+01,1.945256738888333103e+01,3.586683273315429688e+01
3.598009998798370361e+02,7.764407236911830879e+00,1.601729134524333631e+01,7.259566028412296923e+00,1.393092351284350272e+01,1.945787344494826954e+01,3.585078430175781250e+01
3.599010000228881836e+02,7.958716427823529393e+00,1.582617540257577460e+01,7.260598054258644574e+00,1.407894252222203058e+01,1.946443331208858396e+01,3.590587615966796875e+01
3.600009999275207520e+02,7.815353571139564970e+00,1.621463786298113519e+01,6.964932146441397798e+00,1.343175457178832133e+01,1.942960240996536569e+01,3.585608673095703125e+01
3.601009998321533203e+02,7.276814261614066304e+00,1.652522268433219921e+01,5.716535444627098173e+00,1.205502989369271738e+01,1.948690665774681108e+01,3.591520690917968750e+01
3.602009999752044678e+02,7.312071979229777696e+00,1.624098085958165427e+01,6.931977157599027883e+00,1.349660934356764841e+01,1.949026100801075856e+01,3.578223037719726562e+01
3.603009998798370361e+02,7.516780138128316580e+00,1.633303643050728127e+01,7.197637652381074780e+00,1.355204750291294147e+01,1.951352910631982951e+01,3.587600708007812500e+01
3.604010000228881836e+02,7.481319384128656047e+00,1.654185506414567186e+01,6.718024114551264248e+00,1.304054540773869775e+01,1.948960087341370340e+01,3.582751846313476562e+01
3.605009999275207520e+02,7.290279433603150672e+00,1.649677520337416681e+01,6.188393751578599833e+00,1.263723143641006175e+01,1.949221475301417428e+01,3.575038909912109375e+01
3.606009998321533203e+02,7.417904844421657984e+00,1.671220559484945412e+01,6.241793787315641495e+00,1.243041904140362597e+01,1.948562505444423465e+01,3.581150054931640625e+01
3.607009999752044678e+02,7.413918209635783185e+00,1.685917451313559567e+01,6.570031389252616094e+00,1.256197791005138242e+01,1.951211405690189693e+01,3.584191894531250000e+01
3.608009998798370361e+02,7.428631143352611765e+00,1.689281577978962545e+01,5.833693581180847687e+00,1.197835678925729930e+01,1.952576496197410449e+01,3.584405136108398438e+01
3.609010000228881836e+02,7.248031771025199355e+00,1.707495866381030680e+01,6.600513616709167586e+00,1.239626095155984942e+01,1.955221963735279189e+01,3.576152801513671875e+01
3.610009999275207520e+02,7.340726197755442328e+00,1.714951956415002243e+01,7.796641016395369661e+00,1.307452718334870134e+01,1.955351191512654907e+01,3.602001953125000000e+01
3.611009998321533203e+02,7.198338256132752910e+00,1.730092371550871277e+01,6.800479405432829694e+00,1.210326951547108010e+01,1.951211330795275600e+01,3.594235610961914062e+01
3.612009999752044678e+02,7.333890689024404885e+00,1.728357888389492558e+01,5.914914873095135306e+00,1.160359995345135786e+01,1.952739310789246829e+01,3.584916687011718750e+01
3.613009998798370361e+02,7.474784238087622157e+00,1.707622891802375520e+01,6.071302808485354419e+00,1.203437634247445054e+01,1.955180053924123840e+01,3.579745864868164062e+01
3.614010000228881836e+02,7.447014428779147543e+00,1.709100553656491073e+01,5.327349674837207338e+00,1.159566479478452727e+01,1.962738240184623351e+01,3.569469451904296875e+01
3.615009999275207520e+02,7.468931222342580334e+00,1.703584914042503584e+01,6.637324787981598639e+00,1.235450416993885270e+01,1.963269776457955018e+01,3.590912246704101562e+01
3.616009998321533203e+02,7.688919750034497014e+00,1.650951775161458102e+01,7.620914808649042804e+00,1.359958698534884469e+01,1.954558354574216139e+01,3.599270629882812500e+01
3.617009999752044678e+02,7.764895517320131724e+00,1.635344674805717347e+01,7.585565640169956048e+00,1.367869469136196869e+01,1.956699337759479107e+01,3.597390747070312500e+01
3.618009998798370361e+02,7.802628856294856696e+00,1.622000819303596231e+01,6.895408268116713479e+00,1.350263833310462935e+01,1.958705966324070147e+01,3.582991027832031250e+01
3.619010000228881836e+02,7.768356235702863266e+00,1.633851119539913554e+01,6.143805060180376643e+00,1.288769236706064092e+01,1.962166972928094566e+01,3.576501464843750000e+01
3.620009999275207520e+02,7.723699034880348258e+00,1.644553265297435019e+01,5.954003666534290140e+00,1.257339838919721231e+01,1.966516824188339641e+01,3.579119873046875000e+01
3.621009998321533203e+02,7.663088049877521790e+00,1.669157614590069372e+01,6.725561036040319074e+00,1.262817162729777998e+01,1.962188960805419313e+01,3.600429153442382812e+01
3.622009999752044678e+02,7.606244678270813075e+00,1.675801846023755814e+01,6.522846454650636616e+00,1.248313648022195466e+01,1.958118200335441728e+01,3.590001296997070312e+01
3.623009998798370361e+02,7.559767727509489887e+00,1.682779036467017875e+01,5.984826528675987412e+00,1.178255997463278959e+01,1.960104979149820537e+01,3.601690292358398438e+01
3.624010000228881836e+02,7.529296517235361641e+00,1.673811260119115829e+01,6.304164819996175062e+00,1.205360129564096106e+01,1.960650960077770932e+01,3.614429855346679688e+01
3.625009999275207520e+02,7.508284457689851088e+00,1.673589506036987729e+01,5.822527367612488014e+00,1.166186650665510349e+01,1.971045096874333780e+01,3.607089996337890625e+01
3.626009998321533203e+02,7.447502531092692557e+00,1.666856474252952225e+01,5.744209271786560933e+00,1.183267914458367365e+01,1.967791249515544294e+01,3.589261627197265625e+01
3.627009999752044678e+02,7.472959995550341183e+00,1.664683909342300083e+01,5.538601943312423614e+00,1.171601891071948920e+01,1.963275750633600580e+01,3.591560363769531250e+01
3.628009998798370361e+02,7.486665099886137043e+00,1.665312301834574882e+01,6.301008179980161827e+00,1.215647267050376179e+01,1.965966046873807471e+01,3.605106735229492188e+01
3.629010000228881836e+02,7.424106231049983684e+00,1.675491784862535383e+01,5.855524314889472670e+00,1.173177665299790995e+01,1.968667854665169514e+01,3.606217193603515625e+01
3.630009999275207520e+02,7.411288431592020665e+00,1.681571472486723806e+01,5.634214924030080951e+00,1.165031797108088973e+01,1.968195859244522694e+01,3.587362670898437500e+01
3.631009998321533203e+02,7.492799085448134555e+00,1.669714234361434535e+01,5.674393246015607239e+00,1.171243019583949874e+01,1.970686556667201828e+01,3.597718429565429688e+01
3.632009999752044678e+02,5.510322443226344014e+00,3.114211582081172125e+01,4.541929037152081960e+00,7.059714704047246769e+00,1.966525862199423003e+01,3.562650680541992188e+01
3.633009998798370361e+02,5.423448095277620062e+00,3.121808738836288910e+01,6.025078885958012442e+00,1.126112612948833558e+01,1.970389248765948409e+01,3.648793792724609375e+01
3.634010000228881836e+02,5.403539764575010729e+00,3.126720359464352583e+01,5.586073018308340465e+00,1.029411576881615176e+01,1.974711757204599039e+01,3.648482894897460938e+01
3.635009999275207520e+02,5.516570376789296404e+00,3.181018537853837458e+01,3.037779972146616547e+00,7.010330877569418639e+00,1.974006319680247046e+01,3.573156356811523438e+01
3.636009998321533203e+02,5.348361308585426244e+00,3.106921957165986825e+01,2.006964846715660666e+00,3.623280132686328869e+00,1.972113032072310190e+01,3.464277648925781250e+01
3.637009999752044678e+02,4.512968398766035172e+00,2.830143956068301847e+01,4.766391772056743470e+00,4.975639112204319758e+00,1.969190647920738613e+01,3.503950500488281250e+01
3.638009998798370361e+02,4.622545365108605253e+00,2.887164335027090090e+01,3.935219771023291901e+00,4.583168097760639270e+00,1.970448079857632706e+01,3.513814544677734375e+01
3.639010000228881836e+02,4.135344959623826533e+00,2.712532383028170813e+01,5.063124214975275983e+00,5.432764316326084142e+00,1.973216954733054962e+01,3.627564239501953125e+01
3.640009999275207520e+02,2.106123306538358886e+00,1.425052269210052991e+01,5.175942576076852042e+00,1.336352421770714116e+01,1.976784073627361238e+01,3.543394470214843750e+01
3.641009998321533203e+02,8.697192737659147355e+00,1.770283517761468417e+01,4.106451773561968999e+00,1.147150183892645003e+01,1.973508824063062406e+01,3.556540298461914062e+01
3.642009999752044678e+02,3.989063558111565655e+00,2.576350977211401627e+01,3.244311630410402714e+00,4.963643318831865159e+00,1.976378238730059067e+01,3.490874862670898438e+01
3.643009998798370361e+02,7.735118691404223590e+00,2.107191480562814334e+01,1.048454704899286583e+01,1.395476165761201948e+01,1.974968617948307781e+01,3.500712585449218750e+01
3.644010000228881836e+02,1.152528115203769055e+01,5.980458570433133048e+01,2.509734462510802899e+01,2.513400549708741849e+01,1.973306781942772758e+01,3.441310501098632812e+01
3.645009999275207520e+02,8.048542215725817073e+00,2.075352489646292398e+01,3.416815270898840851e+00,8.775456994473715966e+00,1.977736011655323267e+01,3.560382080078125000e+01
3.646009998321533203e+02,7.870277667208011252e+00,2.099193209988752429e+01,3.284429642479391731e+00,7.769086540744423175e+00,1.978125756970140614e+01,3.582007217407226562e+01
3.647009999752044678e+02,7.038080033509924505e+00,2.030846948373441663e+01,3.862942223791741458e+00,7.704783263645262892e+00,1.979566174016295577e+01,3.628461456298828125e+01
3.648009998798370361e+02,6.876850755597695652e+00,2.187849735430355480e+01,3.766602418999143609e+00,6.326816478692290246e+00,1.978182842240837402e+01,3.625714492797851562e+01
3.649010000228881836e+02,4.607957829820706230e+00,3.891378172349863718e+01,4.576262019545589865e+00,1.021611273345724413e+01,1.976326230135184758e+01,3.493884658813476562e+01
3.650009999275207520e+02,4.795245212518544520e+00,4.038182539393064019e+01,3.235065241000751435e+00,1.034221950075261987e+01,1.973191818272335496e+01,3.558958053588867188e+01
3.651009998321533203e+02,4.741092702293382644e+00,4.117419739041846327e+01,3.388132586944266667e+00,7.904090270612674551e+00,1.977877154320400166e+01,3.454312515258789062e+01
3.652009999752044678e+02,5.515148533947149545e+00,3.320144885850999827e+01,4.054693822244183288e+00,5.724307733235089124e+00,1.976837469845103001e+01,3.600417709350585938e+01
3.653009998798370361e+02,5.885683797910330028e+00,3.317735252721640649e+01,3.817243710400072931e+00,5.436350592446778762e+00,1.970748894538916574e+01,3.581173706054687500e+01
3.654010000228881836e+02,1.211661432584095088e+01,2.094480690074847473e+01,1.008145640631544104e+01,1.330783326110081610e+01,1.972390226744605002e+01,3.586226654052734375e+01
3.655009999275207520e+02,7.835520784530562999e+00,4.542334592872596488e+01,5.373107168067440931e+00,9.191285512290324533e+00,1.978729777153526825e+01,3.431723022460937500e+01
3.656009998321533203e+02,4.751670525058920624e+00,3.295434772489095820e+01,1.156867244354900848e+01,1.825912670719666053e+01,1.967020239367641921e+01,3.415538787841796875e+01
3.657009999752044678e+02,1.364780936142765455e+01,1.402610143064428172e+01,1.193018310894345646e+01,2.890895621027498308e+01,1.963569685692210243e+01,3.461521530151367188e+01
3.658009998798370361e+02,3.004253807241227925e+00,2.326593238501654071e+01,1.190692902847020029e+01,1.529532814899490312e+01,1.966275132387150393e+01,3.455576705932617188e+01
3.659010000228881836e+02,5.022648310673336169e+00,2.930169886221705866e+01,4.383021590999399919e+00,4.433451424649525130e+00,1.963532214418926003e+01,3.460338592529296875e+01
