time_s,gnss_2d,gnss_3d,fusion_2d,fusion_3d
3.481009998321533203e+02,2.167779773713255143e+00,2.733868806096300119e+01,3.058816267618819307e+00,9.230130962375053372e+00
3.482009999752044678e+02,4.141702066326706344e+00,2.069891904477824340e+01,3.596464316292040664e+00,1.013292230346566036e+01
3.483009998798370361e+02,7.520230504451280495e+00,2.424637911986879146e+01,7.755406477472482685e+00,1.565416608065467230e+01
3.484010000228881836e+02,4.004153070131900805e+00,2.090260233370393905e+01,4.194399108623348305e+00,9.998472930056887975e+00
3.485009999275207520e+02,3.741435698811394595e+00,2.157013983024475579e+01,4.190407352112614170e+00,8.966789710969246485e+00
3.486009998321533203e+02,9.122454978698010919e+00,2.072465787453214503e+01,6.309140068194602158e+00,1.012667479705934426e+01
3.487009999752044678e+02,8.772343217523600245e+00,2.145274087917705330e+01,5.928382561015453689e+00,8.698096557673700602e+00
3.488009998798370361e+02,4.128815736320652796e+00,2.040246164891226854e+01,7.656021209799622085e+00,1.462151442140981850e+01
3.489010000228881836e+02,4.345422701257279918e+00,2.090713242748244838e+01,7.068904832231813096e+00,1.270993924634006511e+01
3.490009999275207520e+02,6.671023903761108542e+00,2.263175912233905507e+01,5.221251523688982488e+00,8.782060069634335164e+00
3.491009998321533203e+02,7.329267090213389402e+00,2.335550171787273754e+01,5.792220319050635169e+00,8.166018524571892812e+00
3.492009999752044678e+02,6.016439015429340564e+00,2.465718339630052114e+01,3.684664104072748358e+00,5.313063375489482709e+00
3.493009998798370361e+02,4.257841420583086567e+00,1.717582100234175613e+01,7.659053324665624274e+00,1.702717592155569903e+01
3.494010000228881836e+02,3.981899774537859926e+00,1.785979819488841969e+01,5.673849832145324790e+00,1.386598942111659127e+01
3.495009999275207520e+02,3.922799316653947876e+00,1.746599354368193602e+01,6.524771296473949711e+00,1.575256109822913686e+01
3.496009998321533203e+02,6.714145966243509456e+00,3.059520791613313762e+01,5.252418614603993063e+00,5.285061810386691761e+00
3.497009999752044678e+02,7.346719396918364176e+00,3.175346350160853248e+01,6.083769069941167729e+00,6.276525858219430098e+00
3.498009998798370361e+02,8.254779801999974964e+00,3.199179773795529158e+01,6.925738455222696821e+00,7.069805713542381298e+00
3.499010000228881836e+02,9.882151910824185093e-01,2.201151032833892174e+01,2.103658798822106490e+00,7.696421067453877995e+00
3.500009999275207520e+02,7.352492309641386115e+00,3.599884128773631886e+01,6.726704798378748684e+00,9.157111054754706103e+00
3.501009998321533203e+02,7.172760674896604627e+00,1.651628656180572463e+01,4.476940459576486120e+00,1.243707736298017785e+01
3.502009999752044678e+02,7.144728830328148206e+00,1.592215807795331806e+01,5.391818863092978198e+00,1.472933608662320815e+01
3.503009998798370361e+02,8.123995185712173495e+00,1.826076389958581103e+01,7.470672097481289242e+00,1.392452033744763895e+01
3.504010000228881836e+02,8.008830930416655391e+00,1.755884104420245606e+01,7.641978377700828773e+00,1.572020575199893599e+01
3.505009999275207520e+02,9.685758478115544801e-01,2.325423156066004182e+01,2.177185916992367520e+00,6.470252191317112711e+00
3.506009998321533203e+02,4.878418391371488028e+00,3.202330718793825071e+01,7.824442854837400096e-01,1.636820067055772432e+00
3.507009999752044678e+02,4.939566804232484287e+00,2.815667698404548602e+01,1.411935243046952060e+00,7.168893591062215798e+00
3.508009998798370361e+02,8.117924302632811617e+00,2.463864722143337005e+01,5.534576447623301476e+00,1.287410095886409778e+01
3.509010000228881836e+02,7.558037575583850476e+00,2.303670418060231029e+01,5.304257406632097549e+00,1.807845963649631216e+01
3.510009999275207520e+02,6.059094275619261616e+00,9.807871599176275268e+00,7.550104556979928105e+00,2.250882074765770113e+01
3.511009998321533203e+02,2.467869352404995453e+01,5.225383293750855529e+01,2.364402119163376170e+01,3.108394488317771831e+01
3.512009999752044678e+02,2.557310800112853855e+01,5.205340003552921502e+01,2.374355862246781967e+01,3.002972083734522002e+01
3.513009998798370361e+02,2.084529597086167030e+01,4.248579255924857279e+01,1.147668311943679065e+01,1.620137857606452059e+01
3.514010000228881836e+02,1.771771286973609705e+01,5.110117958610164379e+01,1.179903854959218812e+01,1.392556021839131475e+01
3.515009999275207520e+02,8.728510308395664552e+00,3.874978986760113742e+01,3.678401258540016094e+00,4.842160854593922537e+00
3.516009998321533203e+02,6.619657447619465174e+00,3.374056316022024049e+01,2.263432292630494835e+00,2.450221679863930913e+00
3.517009999752044678e+02,6.023428481949273383e+00,3.258489197703461571e+01,2.440829909903929007e+00,2.455356235155342848e+00
3.518009998798370361e+02,6.495361441744165631e+00,3.518306195266147540e+01,3.329413056560505790e+00,4.993059141755205488e+00
3.519010000228881836e+02,5.692802314926271201e+00,3.390813007662343637e+01,1.377801250372385988e+00,1.385672534697579117e+00
3.520009999275207520e+02,5.426135728459125396e+00,3.249901610823908982e+01,1.445208892833811820e+00,2.180011286562395956e+00
3.521009998321533203e+02,5.048358516661020978e+00,3.115618802351749395e+01,1.330016790203671473e+00,1.630557368640546123e+00
3.522009999752044678e+02,4.500225202128346425e+00,3.103417928045385921e+01,1.576823371289575393e+00,3.140598116331680956e+00
3.523009998798370361e+02,7.324838253865657123e+00,1.886844952260560504e+01,1.068381905726478287e+01,2.316670003056322003e+01
3.524010000228881836e+02,6.894354515062956601e+00,2.265527670703979979e+01,8.870532555449221590e+00,1.715657702098323512e+01
3.525009999275207520e+02,8.084075393213307592e+00,2.162309396156934937e+01,1.012902673745593418e+01,1.942559320665451139e+01
3.526009998321533203e+02,7.857218946108502244e+00,2.237454653038467001e+01,9.044378861516394252e+00,1.723691346099814226e+01
3.527009999752044678e+02,4.090030916878024669e+00,3.086536246174352627e+01,5.610494915596581089e-01,1.998012455252762054e+00
3.528009998798370361e+02,3.468659046346770580e+00,2.865711026823046126e+01,8.957350686161670295e-01,3.424785104239276734e+00
3.529010000228881836e+02,3.717467519882604154e+00,2.794883335512299993e+01,1.442649779069833826e+00,3.196763468096285976e+00
3.530009999275207520e+02,3.413337835611514048e+00,2.756728848272904742e+01,2.566110121853899528e+00,7.000992990961208307e+00
3.531009998321533203e+02,3.666259964510271807e+00,2.873111204021737919e+01,7.427538994246118964e-01,3.487856710692671669e+00
3.532009999752044678e+02,5.299722877875761462e+00,1.018900566716569500e+01,8.651501769717334867e+00,2.869991452142663491e+01
3.533009998798370361e+02,4.306795442440078503e+00,1.342012729683496097e+01,7.493122466764170930e+00,2.367828550591913128e+01
3.534010000228881836e+02,3.355583490040185968e+00,1.672732896012775328e+01,6.307061258509672363e+00,1.756950177646190170e+01
3.535009999275207520e+02,2.652137881987202572e+00,1.757565423637635504e+01,5.600066501459615154e+00,1.728625280597202618e+01
3.536009998321533203e+02,1.622403145642206113e+00,2.029241009409988195e+01,4.266580139378612024e+00,1.284193324615429965e+01
3.537009999752044678e+02,1.343679294743638897e+00,2.169542876541081711e+01,3.570052357831500878e+00,1.062104003930051377e+01
3.538009998798370361e+02,1.599669404706741682e+00,2.278790354287289688e+01,2.901471669550946153e+00,1.160023233724151126e+01
3.539010000228881836e+02,9.114141919524147983e-01,2.051707273288477396e+01,3.072725447677727040e+00,1.191272661116425269e+01
3.540009999275207520e+02,1.461668375620196914e+00,2.283386711529835367e+01,2.014952799113841397e+00,7.852847746930859962e+00
3.541009998321533203e+02,2.246076507126387956e+00,2.346242401167795677e+01,1.217188626480785185e+00,7.863540337349972376e+00
3.542009999752044678e+02,2.884937565543237881e+00,2.566158143713401785e+01,8.615096682211713652e-01,6.773763568481908415e+00
3.543009998798370361e+02,3.389328340748148261e+00,2.612028755704156779e+01,9.513991101659907690e-01,5.811406421181642301e+00
3.544010000228881836e+02,3.774012896677082285e+00,2.618941823305101479e+01,1.096882213889206259e+00,4.160212914417745544e+00
3.545009999275207520e+02,4.381202628762466134e+00,2.665941624650809416e+01,2.952826117892265234e+00,7.143386820968987472e+00
3.546009998321533203e+02,3.714726119413036987e+00,2.764341634155748650e+01,1.569261551396054832e+00,7.865103534373843353e+00
3.547009999752044678e+02,4.204324336933557227e+00,2.742496474298301123e+01,1.045059169129253673e+00,3.157220231343125239e+00
3.548009998798370361e+02,4.497742277161456137e+00,2.815108524109717436e+01,1.303599373111758108e+00,3.125730230135832954e+00
3.549010000228881836e+02,4.219205952911704749e+00,2.653110646039617393e+01,1.014048617452013579e+00,5.220651361249399436e+00
3.550009999275207520e+02,4.086222003068947117e+00,2.566722779514996944e+01,5.617041736179361200e-01,6.258986248630992399e+00
3.551009998321533203e+02,3.981865498122403313e+00,2.572212054840140993e+01,7.122556678862091983e-01,7.672351181176665591e+00
3.552009999752044678e+02,6.602602100872282165e+00,2.747139643575535217e+01,3.607429086219436698e+00,3.607901704023673606e+00
3.553009998798370361e+02,5.997087378142740732e+00,2.994710684519387911e+01,3.321044060350585525e+00,3.621959130416992689e+00
3.554010000228881836e+02,5.369012210810143237e+00,3.212474227033654728e+01,2.645094808730865221e+00,3.787686241729568692e+00
3.555009999275207520e+02,6.811948922844792698e+00,2.998138805177589461e+01,4.100017674933786438e+00,4.260821878793898954e+00
3.556009998321533203e+02,6.340962195847587246e+00,3.041479416799729307e+01,3.818819138654255596e+00,3.986907185878300730e+00
3.557009999752044678e+02,6.575363282189539582e+00,2.991005415240275767e+01,3.349122733855532275e+00,3.498209016545284822e+00
3.558009998798370361e+02,6.732794950687664759e+00,2.911703502931985810e+01,4.461059587698772866e+00,4.493531304412886840e+00
3.559010000228881836e+02,7.394518314125259728e+00,2.766191268578764451e+01,4.806004982349225685e+00,4.806046333445863183e+00
3.560009999275207520e+02,7.224288014762692001e+00,2.759900503381773618e+01,3.563126638198003793e+00,3.734752784295204187e+00
3.561009998321533203e+02,7.669319999397620435e+00,2.680717619007809205e+01,4.402447694120818156e+00,4.421618327462890186e+00
3.562009999752044678e+02,7.559750700962250214e+00,2.625809307270407444e+01,3.902736114051232441e+00,3.903974088465606673e+00
3.563009998798370361e+02,9.141168637301637645e+00,2.442596308002981331e+01,6.333563356357822194e+00,7.210942372435004799e+00
3.564010000228881836e+02,9.744433011277028100e+00,2.423864952520496985e+01,6.862137426948510921e+00,7.791596616125279873e+00
3.565009999275207520e+02,9.905883604981678303e+00,2.364307111244167103e+01,6.873247720689285245e+00,8.228015860095595713e+00
3.566009998321533203e+02,9.833099722081744432e+00,2.330875396553073386e+01,5.970052757659485287e+00,6.951526669990375495e+00
3.567009999752044678e+02,1.019447081963145862e+01,2.226173767865376618e+01,6.187898728831640938e+00,7.712003668583417237e+00
3.568009998798370361e+02,9.715997340407129812e+00,2.305567160726599596e+01,6.218679006755382765e+00,7.613200555328794472e+00
3.569010000228881836e+02,8.793603683769829260e+00,2.393085144329052483e+01,6.211612559510496290e+00,7.580802703260860476e+00
3.570009999275207520e+02,8.244446469689902912e+00,2.519335204302057107e+01,5.377909197881813874e+00,5.991051410248239506e+00
3.571009998321533203e+02,4.368696560454485400e+00,2.606708222415517540e+01,1.263499766389970747e+00,8.745830029011733231e+00
3.572009999752044678e+02,4.348955878190901458e+00,2.595204963201832271e+01,1.645852351271088310e+00,4.357869264376225793e+00
3.573009998798370361e+02,9.035381110563983853e+00,2.428043565785584335e+01,6.033687137111207299e+00,7.039714516670550815e+00
3.574010000228881836e+02,9.157068454225486320e+00,2.424051154107844042e+01,6.344939073935489837e+00,7.291887556098068046e+00
3.575009999275207520e+02,4.513333187327306817e+00,2.580285019667700297e+01,1.607630650893848712e+00,5.265154147221735137e+00
3.576009998321533203e+02,4.475523080856681268e+00,2.646167152179700466e+01,1.022166076857106587e+00,5.794602010472305054e+00
3.577009999752044678e+02,8.691910755579787207e+00,2.489916310493998708e+01,5.853334335514998266e+00,6.463794382287905371e+00
3.578009998798370361e+02,8.317982382220055371e+00,2.544034331227438628e+01,5.277832745249912527e+00,5.556782911300176764e+00
3.579010000228881836e+02,7.425101970982632693e+00,2.696532869392748211e+01,4.947433829033387021e+00,5.137326336779892699e+00
3.580009999275207520e+02,7.784426169704940612e+00,2.622787455926969713e+01,4.376970984489186201e+00,4.411152507134910472e+00
3.581009998321533203e+02,8.447561445226533294e+00,2.534976392981910109e+01,5.068504537218083250e+00,5.286485014628091506e+00
3.582009999752044678e+02,8.254511204783446132e+00,2.569596106118889622e+01,5.485880742466766158e+00,5.912551354788836200e+00
3.583009998798370361e+02,5.460997110178528402e+00,2.972730279375070239e+01,1.033505175012900734e+00,7.238657712818322487e+00
3.584010000228881836e+02,5.695263079848555066e+00,2.982021808074806657e+01,1.736168098164662998e+00,5.101312901752989681e+00
3.585009999275207520e+02,5.839785943583088113e+00,2.973673542902975697e+01,2.701670997498924809e+00,3.280786343710328623e+00
3.586009998321533203e+02,5.819284293972921240e+00,2.967078635803738962e+01,2.134924568958510349e+00,3.537488317423242989e+00
3.587009999752044678e+02,5.831125838780367943e+00,2.912304465971394052e+01,1.440718641260946953e+00,4.555403736194681308e+00
3.588009998798370361e+02,6.075022565896668780e+00,2.934525496010468970e+01,2.005222639994290734e+00,3.447812466991524882e+00
3.589010000228881836e+02,5.895492121679976272e+00,2.923381662594023211e+01,2.044786952116145251e+00,5.718156721329135550e+00
3.590009999275207520e+02,5.360420513595215652e+00,2.763277335959601899e+01,4.308575197165104065e+00,4.947535105099039043e+00
3.591009998321533203e+02,5.418543659831706272e+00,2.910716639555883845e+01,4.601908595496865928e+00,4.605675050497135103e+00
3.592009999752044678e+02,5.243455618019225994e+00,2.970722594000739036e+01,2.996326703439734285e+00,3.094524126952301835e+00
3.593009998798370361e+02,5.696957568794037918e+00,2.988487017055447126e+01,3.835147756103879146e+00,4.158549614174091857e+00
3.594010000228881836e+02,7.740234805882993285e+00,1.648287135809367143e+01,8.240586983056989112e+00,2.346711872368629415e+01
3.595009999275207520e+02,7.623249340313793532e+00,1.636270664296780097e+01,8.262747037672593109e+00,2.386053255781307669e+01
3.596009998321533203e+02,7.650057384657451109e+00,1.646306504955110128e+01,7.974891242696120486e+00,2.488428047787075670e+01
3.597009999752044678e+02,7.631567828304686607e+00,1.600565192922379509e+01,9.274412380298869607e+00,2.565956524867616295e+01
3.598009998798370361e+02,7.764407236911830879e+00,1.601729134524333631e+01,9.805279679289256478e+00,2.858576353855870877e+01
3.599010000228881836e+02,7.958716427823529393e+00,1.582617540257577460e+01,8.936829802578911242e+00,2.581082412080245803e+01
3.600009999275207520e+02,7.815353571139564970e+00,1.621463786298113519e+01,7.912665925932258482e+00,2.399940479739627008e+01
3.601009998321533203e+02,7.276814261614066304e+00,1.652522268433219921e+01,7.596502530998060720e+00,2.479353879131378946e+01
3.602009999752044678e+02,7.312071979229777696e+00,1.624098085958165427e+01,8.505009717109015099e+00,2.671920620460069173e+01
3.603009998798370361e+02,7.516780138128316580e+00,1.633303643050728127e+01,9.169775052242776781e+00,2.618659058429353337e+01
3.604010000228881836e+02,7.481319384128656047e+00,1.654185506414567186e+01,7.878898088959075174e+00,2.387556026419555621e+01
3.605009999275207520e+02,7.290279433603150672e+00,1.649677520337416681e+01,7.290242527064941136e+00,2.037547899112058047e+01
3.606009998321533203e+02,7.417904844421657984e+00,1.671220559484945412e+01,7.194946501243469683e+00,2.085966156065195065e+01
3.607009999752044678e+02,7.413918209635783185e+00,1.685917451313559567e+01,7.996519442117569376e+00,2.367457258199525683e+01
3.608009998798370361e+02,7.428631143352611765e+00,1.689281577978962545e+01,7.208796749003900217e+00,2.057984134813275290e+01
3.609010000228881836e+02,7.248031771025199355e+00,1.707495866381030680e+01,8.236674954307039442e+00,2.403271717326826362e+01
3.610009999275207520e+02,7.340726197755442328e+00,1.714951956415002243e+01,9.384046066828743093e+00,2.735529401982562447e+01
3.611009998321533203e+02,7.198338256132752910e+00,1.730092371550871277e+01,9.407267132624257400e+00,2.620188913274451536e+01
3.612009999752044678e+02,7.333890689024404885e+00,1.728357888389492558e+01,8.084459212516826199e+00,2.351938233966346203e+01
3.613009998798370361e+02,7.474784238087622157e+00,1.707622891802375520e+01,6.865118534969760766e+00,2.286774158505705046e+01
3.614010000228881836e+02,7.447014428779147543e+00,1.709100553656491073e+01,7.325416414098186557e+00,2.061497860805319604e+01
3.615009999275207520e+02,7.468931222342580334e+00,1.703584914042503584e+01,7.821116443988675115e+00,2.159725613641983344e+01
3.616009998321533203e+02,7.688919750034497014e+00,1.650951775161458102e+01,8.373925169431368332e+00,2.342873339303936575e+01
3.617009999752044678e+02,7.764895517320131724e+00,1.635344674805717347e+01,8.976108023684883364e+00,2.501863234341664111e+01
3.618009998798370361e+02,7.802628856294856696e+00,1.622000819303596231e+01,8.319789514933173535e+00,2.393805846389932412e+01
3.619010000228881836e+02,7.768356235702863266e+00,1.633851119539913554e+01,6.827382118078798356e+00,2.092550097594208580e+01
3.620009999275207520e+02,7.723699034880348258e+00,1.644553265297435019e+01,8.036610578985923681e+00,2.223838002656889756e+01
3.621009998321533203e+02,7.663088049877521790e+00,1.669157614590069372e+01,9.177736138674186250e+00,2.334909894276332665e+01
3.622009999752044678e+02,7.606244678270813075e+00,1.675801846023755814e+01,9.211607722427906708e+00,2.383482796628785039e+01
3.623009998798370361e+02,7.559767727509489887e+00,1.682779036467017875e+01,8.876447413540876852e+00,2.362324077693410729e+01
3.624010000228881836e+02,7.529296517235361641e+00,1.673811260119115829e+01,6.874203415828112007e+00,1.985120111490918049e+01
3.625009999275207520e+02,7.508284457689851088e+00,1.673589506036987729e+01,8.153564289387428943e+00,2.235000258172997079e+01
3.626009998321533203e+02,7.447502531092692557e+00,1.666856474252952225e+01,8.848608661618031945e+00,2.352976317719582511e+01
3.627009999752044678e+02,7.472959995550341183e+00,1.664683909342300083e+01,7.776464179128104171e+00,2.089376249273132657e+01
3.628009998798370361e+02,7.486665099886137043e+00,1.665312301834574882e+01,8.600968771114319011e+00,2.375823143584461405e+01
3.629010000228881836e+02,7.424106231049983684e+00,1.675491784862535383e+01,7.789287570363415902e+00,2.245626763724198227e+01
3.630009999275207520e+02,7.411288431592020665e+00,1.681571472486723806e+01,9.011000037923414752e+00,2.456516816465041231e+01
3.631009998321533203e+02,7.492799085448134555e+00,1.669714234361434535e+01,7.979787329386922146e+00,2.416259205199057902e+01
3.632009999752044678e+02,5.510322443226344014e+00,3.114211582081172125e+01,2.867846112952441739e+00,2.874847142781935982e+00
3.633009998798370361e+02,5.423448095277620062e+00,3.121808738836288910e+01,2.774249179950982747e+00,2.782968180564629357e+00
3.634010000228881836e+02,5.403539764575010729e+00,3.126720359464352583e+01,9.127732109380543024e-01,3.086666610179171322e+00
3.635009999275207520e+02,5.516570376789296404e+00,3.181018537853837458e+01,1.404276082318590246e+00,3.496757074864762060e+00
3.636009998321533203e+02,5.348361308585426244e+00,3.106921957165986825e+01,1.846667432794052655e+00,3.284641325844332993e+00
3.637009999752044678e+02,4.512968398766035172e+00,2.830143956068301847e+01,1.989165662768609177e+00,4.010112781511614877e+00
3.638009998798370361e+02,4.622545365108605253e+00,2.887164335027090090e+01,2.323876398625369433e+00,3.515399206629345574e+00
3.639010000228881836e+02,4.135344959623826533e+00,2.712532383028170813e+01,2.000964336128924881e+00,7.096794068834701541e+00
3.640009999275207520e+02,2.106123306538358886e+00,1.425052269210052991e+01,4.307879778103872681e+00,1.627039050604178527e+01
3.641009998321533203e+02,8.697192737659147355e+00,1.770283517761468417e+01,8.397752089494581185e+00,1.723267614275598447e+01
3.642009999752044678e+02,3.989063558111565655e+00,2.576350977211401627e+01,2.224545263858593191e+00,1.274410736386958654e+01
3.643009998798370361e+02,7.735118691404223590e+00,2.107191480562814334e+01,1.180631561253949791e+01,1.985553619611044240e+01
3.644010000228881836e+02,1.152528115203769055e+01,5.980458570433133048e+01,3.086401765826487065e+01,4.120993720159741258e+01
3.645009999275207520e+02,8.048542215725817073e+00,2.075352489646292398e+01,7.149436062011749193e+00,1.514078994321326199e+01
3.646009998321533203e+02,7.870277667208011252e+00,2.099193209988752429e+01,6.694103846893012744e+00,1.344534442689167975e+01
3.647009999752044678e+02,7.038080033509924505e+00,2.030846948373441663e+01,6.020312866941797125e+00,1.406564436187329115e+01
3.648009998798370361e+02,6.876850755597695652e+00,2.187849735430355480e+01,7.420425167974745051e+00,1.767333278147959419e+01
3.649010000228881836e+02,4.607957829820706230e+00,3.891378172349863718e+01,6.094860450618882375e+00,1.745415744026900384e+01
3.650009999275207520e+02,4.795245212518544520e+00,4.038182539393064019e+01,5.647545177223618929e+00,1.443459338492250943e+01
3.651009998321533203e+02,4.741092702293382644e+00,4.117419739041846327e+01,1.471765102214198606e+01,2.618057809186601759e+01
3.652009999752044678e+02,5.515148533947149545e+00,3.320144885850999827e+01,5.619388247798750236e+00,9.077032764928322450e+00
3.653009998798370361e+02,5.885683797910330028e+00,3.317735252721640649e+01,3.570510072037953453e+00,7.176693298500556040e+00
3.654010000228881836e+02,1.211661432584095088e+01,2.094480690074847473e+01,1.210330125872592077e+01,1.757002301067718264e+01
3.655009999275207520e+02,7.835520784530562999e+00,4.542334592872596488e+01,1.172786084809348495e+01,1.874170937536477055e+01
3.656009998321533203e+02,4.751670525058920624e+00,3.295434772489095820e+01,1.568889456463237408e+00,3.128837696485956776e+00
3.657009999752044678e+02,1.364780936142765455e+01,1.402610143064428172e+01,1.081291659899255819e+01,2.686046076697002150e+01
3.658009998798370361e+02,3.004253807241227925e+00,2.326593238501654071e+01,7.913679412796471802e+00,1.561359324166283180e+01
3.659010000228881836e+02,5.022648310673336169e+00,2.930169886221705866e+01,6.277704685773827897e+00,1.048361375452299704e+01
3.660009999275207520e+02,1.101226259603226865e+01,2.166978661947513629e+01,6.250176639266423528e+00,1.037306655370470310e+01
3.661009998321533203e+02,1.146345219778825353e+01,1.511395539685313238e+01,9.927486527026978536e+00,2.288676529733538700e+01
3.662009999752044678e+02,1.287852623997934565e+01,1.495719787256335387e+01,1.187186172843466636e+01,2.731537625059455365e+01
3.663009998798370361e+02,1.009600847497543619e+01,1.688901513933306830e+01,7.906895279818613176e+00,1.668466213882606652e+01
3.664010000228881836e+02,1.160449647690654196e+01,1.799214855930154044e+01,1.001831845472185911e+01,1.635619368798955975e+01
3.665009999275207520e+02,9.115962431414910583e+00,2.309999252099728650e+01,5.187560918326728832e+00,7.229917141231114286e+00
3.666009998321533203e+02,8.860318052795733479e+00,2.384724536179071919e+01,6.177608495408767553e+00,1.074370098389540296e+01
3.667009999752044678e+02,8.549939737303230203e+00,2.318624996387900339e+01,5.801433097160644259e+00,9.998848100370988590e+00
3.668009998798370361e+02,5.083796548619476496e+00,2.671634214736020141e+01,1.098869400820819298e+00,7.379077482190302462e+00
3.669010000228881836e+02,5.051743024527476145e+00,2.808230589679087430e+01,1.850684314528300956e+00,6.538373611798891538e+00
3.670009999275207520e+02,5.110082390252244977e+00,2.762292358330714848e+01,3.388084396241239027e+00,4.382989157983679718e+00
3.671009998321533203e+02,5.344408657041263666e+00,3.727684934533646555e+01,2.023270737568100053e+00,5.837905426051301028e+00
3.672009999752044678e+02,5.744221113162948811e+00,3.510695163303592636e+01,3.271598648442421098e+00,6.506584068118134390e+00
3.673009998798370361e+02,5.333898078037274004e+00,3.611810270366714803e+01,3.191969858745865363e+00,8.313760065836877544e+00
3.674010000228881836e+02,6.288062063153648573e+00,3.621794530486291563e+01,2.976503830066443257e+00,5.221251130688352227e+00
3.675009999275207520e+02,4.922066751607796498e+00,1.495154084043830878e+01,1.952120645991150205e+00,1.233482485720181465e+01
3.676009998321533203e+02,4.969703062162469820e+00,1.646828105875032833e+01,1.596996157750964151e+00,9.209200587125945248e+00
3.677009999752044678e+02,8.323362783061769576e+00,1.751624574163025017e+01,6.573237211825911253e+00,1.724757841909994482e+01
3.678009998798370361e+02,8.352564171470570287e+00,1.650023745453317758e+01,5.840171910223259211e+00,1.751073531443456588e+01
3.679010000228881836e+02,8.719832376635244131e+00,1.742123701318709195e+01,5.605335447176752695e+00,1.442859600952065868e+01
3.680009999275207520e+02,8.323871694253433873e+00,1.794828425334819144e+01,5.019608523741183603e+00,1.268575632977717760e+01
3.681009998321533203e+02,7.102834084701849626e+00,1.523076685587501089e+01,5.036424881412879806e+00,1.874868778116519152e+01
3.682009999752044678e+02,7.365028924053577342e+00,1.552201990270729759e+01,5.046064738504417946e+00,1.779052956033221378e+01
3.683009998798370361e+02,7.165440889285212833e+00,1.415204651741845510e+01,4.581208298069200602e+00,1.739367105013553427e+01
3.684010000228881836e+02,7.537771695379239745e+00,1.307875802016140554e+01,5.037591012886797337e+00,2.082830080239731174e+01
3.685009999275207520e+02,7.265646746900786823e+00,1.296998546327149526e+01,5.838884920933760547e+00,2.313701667724229338e+01
3.686009998321533203e+02,7.630974183695529156e+00,1.494168513000725262e+01,6.301937468154491739e+00,2.198795703402087298e+01
3.687009999752044678e+02,7.479655499353479620e+00,1.650939863909719563e+01,4.968990254469049184e+00,1.671433088920954546e+01
3.688009998798370361e+02,6.540721879989956022e+00,1.334727195683325718e+01,4.594742771585790919e+00,1.895470046887779247e+01
3.689010000228881836e+02,6.386945191838830027e+00,1.533178047720742931e+01,4.874140939465062772e+00,1.850989325493027948e+01
3.690009999275207520e+02,6.105663314466993619e+00,2.355282461796427640e+01,5.627937279247426261e+00,1.013627674446787807e+01
3.691009998321533203e+02,5.859416003721654498e+00,2.421123706663155062e+01,6.232619345276509293e+00,8.962058821012053755e+00
3.692009999752044678e+02,3.880281462583778929e+00,2.407741940558611660e+01,4.039984201194217306e+00,7.289269398185809656e+00
3.693009998798370361e+02,5.394791363018352826e+00,2.432237722085902121e+01,5.226137931379036594e+00,9.649614504367740153e+00
3.694010000228881836e+02,4.446727149064873430e+00,2.425228295820194191e+01,4.174662121493835087e+00,8.137679691325422127e+00
3.695009999275207520e+02,3.970200659733656323e+00,2.209971491296051838e+01,4.205820072127419706e+00,1.014799571311745119e+01
3.696009998321533203e+02,3.573857464331560596e+00,2.212866589116055493e+01,3.453953100139571131e+00,1.115439612741080211e+01
3.697009999752044678e+02,2.634175032589344045e+00,2.200324105487968041e+01,3.195488927117494882e+00,1.231427106461474530e+01
3.698009998798370361e+02,2.833398480795891849e+00,2.307062441727632063e+01,1.887625641111812413e+00,9.844448339939319226e+00
3.699010000228881836e+02,3.172603434750861595e+00,2.305154658408039836e+01,2.281774161962189407e+00,1.065284850592279220e+01
3.700009999275207520e+02,2.697159979280253861e+00,2.375195420770210220e+01,2.044674424663222023e+00,7.573968562017884487e+00
3.701009998321533203e+02,2.796714854558969066e+00,2.412598911023410508e+01,2.455981086955111969e+00,9.708070673589205057e+00
3.702009999752044678e+02,2.747753562284444673e+00,2.510177722790014698e+01,1.742679978518653083e+00,7.504184202532969472e+00
3.703009998798370361e+02,2.966529810356425934e+00,2.474263647556729495e+01,2.201524279742943069e+00,6.840106720632471493e+00
3.704010000228881836e+02,2.805573964856574509e+00,2.425595039898744787e+01,2.055715123700264435e+00,6.157568807848957881e+00
3.705009999275207520e+02,2.845224459945376871e+00,2.401138859313027751e+01,1.515538387570763090e+00,7.448244976170907528e+00
3.706009998321533203e+02,2.887548009253381842e+00,2.402670326792443944e+01,1.793280345317886715e+00,9.888324240846619873e+00
3.707009999752044678e+02,2.916484311946109464e+00,2.423263790840314869e+01,1.480159171405546870e+00,8.706708731135901047e+00
3.708009998798370361e+02,2.892064471143663607e+00,2.412644955784133316e+01,2.113124836971799425e+00,6.581893672390029870e+00
3.709010000228881836e+02,3.125637028141343698e+00,2.466572402995183211e+01,1.670941179929712916e+00,1.063282476119515430e+01
3.710009999275207520e+02,3.101926208600251478e+00,2.583211605567908720e+01,1.440953585497043221e+00,5.567757405385343361e+00
3.711009998321533203e+02,3.284743877431727466e+00,2.605427379711267122e+01,2.089739001701174992e+00,1.034983903186540743e+01
3.712009999752044678e+02,3.517744912581855843e+00,2.569340228042413443e+01,1.536171025458402895e+00,6.882738743485011135e+00
